C:\Users\Karthik Shanmugam\The_Complete_Self_Driving_Car_Tutorial_from_Udemy\Data\Second_drive\IMG\center_2020_02_04_21_14_45_677.jpg, C:\Users\Karthik Shanmugam\The_Complete_Self_Driving_Car_Tutorial_from_Udemy\Data\Second_drive\IMG\left_2020_02_04_21_14_45_677.jpg, C:\Users\Karthik Shanmugam\The_Complete_Self_Driving_Car_Tutorial_from_Udemy\Data\Second_drive\IMG\right_2020_02_04_21_14_45_677.jpg, 0, 0, 0, 7.869808E-05
C:\Users\Karthik Shanmugam\The_Complete_Self_Driving_Car_Tutorial_from_Udemy\Data\Second_drive\IMG\center_2020_02_04_21_14_45_778.jpg, C:\Users\Karthik Shanmugam\The_Complete_Self_Driving_Car_Tutorial_from_Udemy\Data\Second_drive\IMG\left_2020_02_04_21_14_45_778.jpg, C:\Users\Karthik Shanmugam\The_Complete_Self_Driving_Car_Tutorial_from_Udemy\Data\Second_drive\IMG\right_2020_02_04_21_14_45_778.jpg, 0, 0, 0, 8.079251E-05
C:\Users\Karthik Shanmugam\The_Complete_Self_Driving_Car_Tutorial_from_Udemy\Data\Second_drive\IMG\center_2020_02_04_21_14_45_883.jpg, C:\Users\Karthik Shanmugam\The_Complete_Self_Driving_Car_Tutorial_from_Udemy\Data\Second_drive\IMG\left_2020_02_04_21_14_45_883.jpg, C:\Users\Karthik Shanmugam\The_Complete_Self_Driving_Car_Tutorial_from_Udemy\Data\Second_drive\IMG\right_2020_02_04_21_14_45_883.jpg, 0, 0, 0, 7.891856E-05
C:\Users\Karthik Shanmugam\The_Complete_Self_Driving_Car_Tutorial_from_Udemy\Data\Second_drive\IMG\center_2020_02_04_21_14_45_988.jpg, C:\Users\Karthik Shanmugam\The_Complete_Self_Driving_Car_Tutorial_from_Udemy\Data\Second_drive\IMG\left_2020_02_04_21_14_45_988.jpg, C:\Users\Karthik Shanmugam\The_Complete_Self_Driving_Car_Tutorial_from_Udemy\Data\Second_drive\IMG\right_2020_02_04_21_14_45_988.jpg, 0, 0, 0, 8.133116E-05
C:\Users\Karthik Shanmugam\The_Complete_Self_Driving_Car_Tutorial_from_Udemy\Data\Second_drive\IMG\center_2020_02_04_21_14_46_089.jpg, C:\Users\Karthik Shanmugam\The_Complete_Self_Driving_Car_Tutorial_from_Udemy\Data\Second_drive\IMG\left_2020_02_04_21_14_46_089.jpg, C:\Users\Karthik Shanmugam\The_Complete_Self_Driving_Car_Tutorial_from_Udemy\Data\Second_drive\IMG\right_2020_02_04_21_14_46_089.jpg, 0, 0, 0, 8.440178E-05
C:\Users\Karthik Shanmugam\The_Complete_Self_Driving_Car_Tutorial_from_Udemy\Data\Second_drive\IMG\center_2020_02_04_21_14_46_192.jpg, C:\Users\Karthik Shanmugam\The_Complete_Self_Driving_Car_Tutorial_from_Udemy\Data\Second_drive\IMG\left_2020_02_04_21_14_46_192.jpg, C:\Users\Karthik Shanmugam\The_Complete_Self_Driving_Car_Tutorial_from_Udemy\Data\Second_drive\IMG\right_2020_02_04_21_14_46_192.jpg, 0, 0, 0, 8.040887E-05
C:\Users\Karthik Shanmugam\The_Complete_Self_Driving_Car_Tutorial_from_Udemy\Data\Second_drive\IMG\center_2020_02_04_21_14_46_294.jpg, C:\Users\Karthik Shanmugam\The_Complete_Self_Driving_Car_Tutorial_from_Udemy\Data\Second_drive\IMG\left_2020_02_04_21_14_46_294.jpg, C:\Users\Karthik Shanmugam\The_Complete_Self_Driving_Car_Tutorial_from_Udemy\Data\Second_drive\IMG\right_2020_02_04_21_14_46_294.jpg, 0, 0, 0, 8.338175E-05
C:\Users\Karthik Shanmugam\The_Complete_Self_Driving_Car_Tutorial_from_Udemy\Data\Second_drive\IMG\center_2020_02_04_21_14_46_397.jpg, C:\Users\Karthik Shanmugam\The_Complete_Self_Driving_Car_Tutorial_from_Udemy\Data\Second_drive\IMG\left_2020_02_04_21_14_46_397.jpg, C:\Users\Karthik Shanmugam\The_Complete_Self_Driving_Car_Tutorial_from_Udemy\Data\Second_drive\IMG\right_2020_02_04_21_14_46_397.jpg, 0, 0, 0, 7.800342E-05
C:\Users\Karthik Shanmugam\The_Complete_Self_Driving_Car_Tutorial_from_Udemy\Data\Second_drive\IMG\center_2020_02_04_21_14_46_499.jpg, C:\Users\Karthik Shanmugam\The_Complete_Self_Driving_Car_Tutorial_from_Udemy\Data\Second_drive\IMG\left_2020_02_04_21_14_46_499.jpg, C:\Users\Karthik Shanmugam\The_Complete_Self_Driving_Car_Tutorial_from_Udemy\Data\Second_drive\IMG\right_2020_02_04_21_14_46_499.jpg, 0, 0, 0, 7.889844E-05
C:\Users\Karthik Shanmugam\The_Complete_Self_Driving_Car_Tutorial_from_Udemy\Data\Second_drive\IMG\center_2020_02_04_21_14_46_604.jpg, C:\Users\Karthik Shanmugam\The_Complete_Self_Driving_Car_Tutorial_from_Udemy\Data\Second_drive\IMG\left_2020_02_04_21_14_46_604.jpg, C:\Users\Karthik Shanmugam\The_Complete_Self_Driving_Car_Tutorial_from_Udemy\Data\Second_drive\IMG\right_2020_02_04_21_14_46_604.jpg, 0, 0, 0, 8.013591E-05
